source,target, weatherStationId,commsIssuesFlag,createdAt,dataIssuesFlag,dlfLossFactor,generationWatt,latitude,longitude,mlfLossFactor,nearestBomStationId,nextProcessDueAt,nodeType,performanceSinceInceptionSortKey,pvSizeWatt,timezone
SITE|ecd51043-c562-46b4-a523-5b0b306b33a8,SITE|ecd51043-c562-46b4-a523-5b0b306b33a8,,FALSE,2023-06-23T04:48:45.758332Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.024048,2023-07-10T13:43:22.119766+00:00,SITE,51,315100,Australia/Adelaide
SITE|5022dd97-b338-4865-bb4e-c24ca190afbf,SITE|5022dd97-b338-4865-bb4e-c24ca190afbf,,,2022-08-05T02:09:00.978043Z,,1,0,-26.4390917,133.281323,1,au.bom.site.068257,2023-06-27T06:10:57.666361+00:00,SITE,,51000,Australia/Sydney
SITE|79b96700-ac01-4381-a7ae-c4b27a1d89c9,SITE|79b96700-ac01-4381-a7ae-c4b27a1d89c9,,,2023-02-09T06:12:15.273149Z,,,0,-26.4390917,133.281323,,au.bom.site.066137,2023-07-10T11:43:09.936419+00:00,SITE,58,414000,Australia/Sydney
SITE|2509975d-3429-4962-b07e-ed069ec1e3c6,SITE|2509975d-3429-4962-b07e-ed069ec1e3c6,,,2022-06-16T06:50:14.214548Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066059,2023-06-27T06:17:01.981214+00:00,SITE,80,51000,Australia/Sydney
SITE|30a7ced1-0b6d-46f4-afe3-267508dc8dd7,SITE|30a7ced1-0b6d-46f4-afe3-267508dc8dd7,,,2022-06-16T06:51:05.497552Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066059,2023-06-26T12:41:58.004192+00:00,SITE,109,40000,Australia/Sydney
SITE|74c8db7e-5180-4328-812c-23d72c8e1487,SITE|74c8db7e-5180-4328-812c-23d72c8e1487,,,2023-01-19T05:51:41.800171Z,,,0,-26.4390917,133.281323,,au.bom.site.061363,2023-05-03T07:42:10.561816+00:00,SITE,86,99970,Australia/Sydney
SITE|5fed0c28-73e6-4844-9f77-893fa810be17,SITE|5fed0c28-73e6-4844-9f77-893fa810be17,,FALSE,2023-06-28T23:21:35.927612Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009281,,SITE,,100000,Australia/Perth
SITE|636a2f36-ca3a-4ab9-8ea4-0fe791b49989,SITE|636a2f36-ca3a-4ab9-8ea4-0fe791b49989,,FALSE,2023-06-29T00:47:36.116399Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.140007,,SITE,,5000,Australia/Brisbane
SITE|3b4b5a37-66f5-4f63-a6b5-eac6bac11ca0,SITE|3b4b5a37-66f5-4f63-a6b5-eac6bac11ca0,,,2023-02-01T22:11:50.796400Z,,,0,-26.4390917,133.281323,,au.bom.site.086266,2023-07-10T16:43:33.962099+00:00,SITE,67,99820,Australia/Melbourne
SITE|3662a3eb-1fec-4dc5-af31-c4a91eaf347a,SITE|3662a3eb-1fec-4dc5-af31-c4a91eaf347a,,FALSE,2023-06-27T06:38:22.100655Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066137,,SITE,,20000,Australia/Sydney
SITE|2b33d471-c6aa-4f3c-b82d-17453332cb8c,SITE|2b33d471-c6aa-4f3c-b82d-17453332cb8c,,,2023-01-19T06:01:37.617436Z,,,0,-26.4390917,133.281323,,au.bom.site.058216,2023-05-03T08:47:59.043393+00:00,SITE,83,99970,Australia/Sydney
SITE|b764df8a-22eb-4c38-8393-3bb07173622f,SITE|b764df8a-22eb-4c38-8393-3bb07173622f,,,2023-01-18T04:40:16.981961Z,,1,0,-26.4390917,133.281323,1,au.bom.site.023034,2023-06-26T13:43:24.764408+00:00,SITE,87,15410,Australia/Adelaide
SITE|ee487abe-27dc-4b2a-b5c1-3e4ffc882233,SITE|ee487abe-27dc-4b2a-b5c1-3e4ffc882233,,,2023-02-01T05:50:42.958662Z,,,0,-26.4390917,133.281323,,au.bom.site.068241,2023-07-12T10:41:02.580905+00:00,SITE,91,99820,Australia/Sydney
SITE|4cabbc80-ba57-467e-a06e-2db732d83770,SITE|4cabbc80-ba57-467e-a06e-2db732d83770,,FALSE,2023-06-29T04:12:26.028991Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009215,,SITE,,10000,Australia/Perth
SITE|6c162873-4532-4682-b542-88adca2395da,SITE|6c162873-4532-4682-b542-88adca2395da,,FALSE,2023-06-27T05:54:53.244404Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040913,,SITE,,25000,Australia/Brisbane
SITE|42f13211-8d73-4693-aa34-464657ebabcc,SITE|42f13211-8d73-4693-aa34-464657ebabcc,,,2023-01-19T05:51:14.585803Z,,,0,-26.4390917,133.281323,,au.bom.site.066212,2023-05-04T05:33:41.202059+00:00,SITE,,225000,Australia/Sydney
SITE|ca3593ca-6155-41b9-9036-a43da57be190,SITE|ca3593ca-6155-41b9-9036-a43da57be190,,,2022-11-17T22:04:46.667222Z,,,0,-26.4390917,133.281323,,au.bom.site.086038,2023-05-03T10:41:00.506112+00:00,SITE,87,99970,Australia/Melbourne
SITE|126145d4-2ffc-4994-b667-f90ce3f5b3f3,SITE|126145d4-2ffc-4994-b667-f90ce3f5b3f3,,FALSE,2023-06-22T23:23:16.903735Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009204,2023-07-28T11:14:42.748547+00:00,SITE,,10000,Australia/Perth
SITE|6337319c-28d2-42a4-9d54-564ffe1a060d,SITE|6337319c-28d2-42a4-9d54-564ffe1a060d,,FALSE,2023-06-13T04:12:46.364133Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086388,2023-07-16T03:42:50.147947+00:00,SITE,125,5000,Australia/Melbourne
SITE|1b82f22c-ec53-43a8-80bb-bcc713a1117c,SITE|1b82f22c-ec53-43a8-80bb-bcc713a1117c,,,2023-02-01T05:43:30.248190Z,,,0,-26.4390917,133.281323,,au.bom.site.023000,2023-07-10T12:40:41.212294+00:00,SITE,88,20000,Australia/Adelaide
SITE|7f593ed9-3197-4204-98d7-182ef2cf5d94,SITE|7f593ed9-3197-4204-98d7-182ef2cf5d94,,FALSE,2023-06-08T04:17:22.779477Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-15T16:42:39.489064+00:00,SITE,101,30000,Australia/Perth
SITE|1e6c7292-9689-4b51-9271-1a9e80a09ecf,SITE|1e6c7292-9689-4b51-9271-1a9e80a09ecf,,,2022-11-16T06:06:01.315566Z,,,0,-26.4390917,133.281323,,au.bom.site.140009,2023-05-03T09:41:04.751214+00:00,SITE,44,239900,Australia/Brisbane
SITE|0db997df-a498-41ac-b4cb-c9911d6e766f,SITE|0db997df-a498-41ac-b4cb-c9911d6e766f,,,2022-06-15T06:05:08.660603Z,,1,0,-26.4390917,133.281323,1,au.bom.site.063291,2023-07-15T00:41:24.808631+00:00,SITE,88,99820,Australia/Sydney
SITE|788c52bd-1af9-4370-a1ca-0b2affa9fca8,SITE|788c52bd-1af9-4370-a1ca-0b2affa9fca8,,FALSE,2023-06-15T04:37:37.265076Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-18T17:44:14.029171+00:00,SITE,96,30000,Australia/Perth
SITE|70083ef6-295c-490e-b295-12943965868f,SITE|70083ef6-295c-490e-b295-12943965868f,,,2023-01-19T05:58:55.346293Z,,,0,-26.4390917,133.281323,,au.bom.site.066161,2023-05-03T09:41:21.546160+00:00,SITE,69,400380,Australia/Sydney
SITE|5943b6cc-cd43-447f-856d-fffe7231c7a7,SITE|5943b6cc-cd43-447f-856d-fffe7231c7a7,,FALSE,2023-06-29T06:17:49.110785Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066212,2023-07-28T07:40:47.756564+00:00,SITE,26,800000,Australia/Sydney
SITE|b728ac43-1dde-4a0e-8f9e-92f4da3f9b8b,SITE|b728ac43-1dde-4a0e-8f9e-92f4da3f9b8b,,FALSE,2023-06-13T04:18:37.275833Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.032040,2023-07-16T04:42:18.692989+00:00,SITE,120,10000,Australia/Brisbane
SITE|8168af44-d244-4e80-8c7f-dc508a35f386,SITE|8168af44-d244-4e80-8c7f-dc508a35f386,,,2023-01-18T04:08:13.187079Z,,,0,-26.4390917,133.281323,,au.bom.site.029127,2023-05-03T08:51:50.115665+00:00,SITE,85,199940,Australia/Brisbane
SITE|906419ae-c12a-420e-b879-52253de317f7,SITE|906419ae-c12a-420e-b879-52253de317f7,,FALSE,2023-06-13T04:23:51.104685Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086104,2023-07-16T04:42:43.218130+00:00,SITE,70,10000,Australia/Melbourne
SITE|94094619-1260-4f31-b0e8-3fa5401e6f73,SITE|94094619-1260-4f31-b0e8-3fa5401e6f73,,FALSE,2023-06-13T04:20:33.228320Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.032040,2023-07-16T04:42:22.258220+00:00,SITE,117,12500,Australia/Brisbane
SITE|b87bedf8-cc06-488b-b755-ffe7ae26a546,SITE|b87bedf8-cc06-488b-b755-ffe7ae26a546,,FALSE,2023-06-19T05:23:30.794228Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009215,2023-07-20T04:43:24.251848+00:00,SITE,131,12500,Australia/Perth
SITE|6663ac6e-2c12-4305-9633-4f708f644940,SITE|6663ac6e-2c12-4305-9633-4f708f644940,,,2022-06-15T05:44:59.678765Z,,1,0,-26.4390917,133.281323,1,au.bom.site.063291,2023-07-28T07:40:34.553392+00:00,SITE,85,13800,Australia/Sydney
SITE|f9f69b7f-e3d4-471f-ae7f-0a8766d104d6,SITE|f9f69b7f-e3d4-471f-ae7f-0a8766d104d6,,,2022-11-16T04:20:59.725361Z,,,0,-26.4390917,133.281323,,au.bom.site.060168,2023-06-26T16:40:53.244749+00:00,SITE,97,99900,Australia/Sydney
SITE|355cad89-3fe1-47ed-b1bd-202e6b1c11fe,SITE|355cad89-3fe1-47ed-b1bd-202e6b1c11fe,,,2022-12-20T05:17:20.058639Z,,,0,-26.4390917,133.281323,,au.bom.site.066214,2023-07-10T11:40:51.920306+00:00,SITE,62,39840,Australia/Sydney
SITE|68ebaec0-76df-46e1-8b1c-fdb3bde12ed1,SITE|68ebaec0-76df-46e1-8b1c-fdb3bde12ed1,,FALSE,2023-06-15T00:03:14.730890Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.039128,2023-07-17T15:42:49.763567+00:00,SITE,98,17500,Australia/Brisbane
SITE|6eb5cdf4-98d1-47d6-aeb1-93ab40130650,SITE|6eb5cdf4-98d1-47d6-aeb1-93ab40130650,,FALSE,2023-06-12T23:22:28.255003Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-16T16:36:29.179026+00:00,SITE,,30000,Australia/Perth
SITE|eb9d97f7-9aa2-45f9-8f65-c48c0a472068,SITE|eb9d97f7-9aa2-45f9-8f65-c48c0a472068,,FALSE,2023-06-09T05:47:12.549146Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.041529,2023-07-15T16:42:55.306716+00:00,SITE,118,15000,Australia/Brisbane
SITE|0daca1d4-5d63-48e4-9600-330a0debde9b,SITE|0daca1d4-5d63-48e4-9600-330a0debde9b,,,2023-02-20T03:13:44.921639Z,,,,-26.4390917,133.281323,,au.bom.site.058077,,SITE,,0,Australia/Sydney
SITE|0584dee4-8ac2-4339-b79f-6d19c694bb21,SITE|0584dee4-8ac2-4339-b79f-6d19c694bb21,,FALSE,2023-06-29T01:06:44.266734Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.063303,,SITE,,81000,Australia/Sydney
SITE|c138c649-303e-4870-93b3-8a80f21a2a11,SITE|c138c649-303e-4870-93b3-8a80f21a2a11,,FALSE,2023-06-13T02:59:42.407074Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040764,2023-07-16T03:43:40.719157+00:00,SITE,120,30000,Australia/Brisbane
SITE|4dd36203-fd91-4c4e-bb01-172b42c9540a,SITE|4dd36203-fd91-4c4e-bb01-172b42c9540a,,FALSE,2023-06-19T05:27:02.095890Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.068241,2023-07-20T04:44:24.065287+00:00,SITE,105,30000,Australia/Sydney
SITE|7af3623b-d98d-4d82-8195-642a954fddc5,SITE|7af3623b-d98d-4d82-8195-642a954fddc5,,,2022-11-16T04:33:45.207083Z,,,0,-26.4390917,133.281323,,au.bom.site.086282,2023-06-26T17:44:47.892236+00:00,SITE,79,86421,Australia/Melbourne
SITE|e6d1460c-273a-4897-9689-2723f95783dd,SITE|e6d1460c-273a-4897-9689-2723f95783dd,,,2022-02-09T00:07:09.233243Z,,,0,-26.4390917,133.281323,,au.bom.site.061412,2023-07-28T08:39:58.154191+00:00,SITE,64,19800,Australia/Sydney
SITE|a19d2d2e-b7a0-4012-a7b8-e1dfe648d522,SITE|a19d2d2e-b7a0-4012-a7b8-e1dfe648d522,,FALSE,2023-06-13T01:18:16.635966Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086338,2023-07-15T17:42:24.655429+00:00,SITE,151,5000,Australia/Melbourne
SITE|ce6dda7e-d1a0-4766-9312-9736466ea832,SITE|ce6dda7e-d1a0-4766-9312-9736466ea832,,,2023-02-01T22:12:20.774954Z,,,0,-26.4390917,133.281323,,au.bom.site.084144,2023-07-10T16:43:14.911422+00:00,SITE,89,386100,Australia/Melbourne
SITE|a5b090f5-01ab-420d-8d36-4b38b7884f74,SITE|a5b090f5-01ab-420d-8d36-4b38b7884f74,,,2022-11-17T23:29:11.462972Z,,,0,-26.4390917,133.281323,,au.bom.site.086104,2023-07-09T12:41:59.986954+00:00,SITE,99,99970,Australia/Melbourne
SITE|8fec2135-b80e-404d-8b71-f59a111bf644,SITE|8fec2135-b80e-404d-8b71-f59a111bf644,,,2022-10-11T05:06:11.320438Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066214,2023-07-28T07:41:39.050220+00:00,SITE,94,99500,Australia/Sydney
SITE|f3bba022-f786-472a-af1e-a93a743f6e4b,SITE|f3bba022-f786-472a-af1e-a93a743f6e4b,,,2022-12-12T04:00:39.835940Z,,,,-26.4390917,133.281323,,au.bom.site.066214,,SITE,,0,Australia/Sydney
SITE|e6b66af9-c691-413d-a356-a017df40a0e0,SITE|e6b66af9-c691-413d-a356-a017df40a0e0,,,2022-11-16T04:40:28.250434Z,,,0,-26.4390917,133.281323,,au.bom.site.086068,2023-05-02T15:40:23.853688+00:00,SITE,93,99900,Australia/Melbourne
SITE|dd397531-691c-419c-a6f2-1b3f9da3c0d4,SITE|dd397531-691c-419c-a6f2-1b3f9da3c0d4,,FALSE,2023-06-23T00:18:59.065720Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-28T11:51:53.326820+00:00,SITE,,8200,Australia/Perth
SITE|bf8409b5-9add-4620-9c95-f68fd66558b2,SITE|bf8409b5-9add-4620-9c95-f68fd66558b2,,FALSE,2023-06-19T06:38:48.293274Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.053115,2023-07-28T10:02:41.317892+00:00,SITE,,8200,Australia/Brisbane
SITE|4fb866f8-c522-4f91-8fd9-dbadab3ac4be,SITE|4fb866f8-c522-4f91-8fd9-dbadab3ac4be,,,2023-01-18T04:17:37.193335Z,,,0,-26.4390917,133.281323,,au.bom.site.040861,2023-05-03T08:41:03.151525+00:00,SITE,90,375920,Australia/Brisbane
SITE|bcb0812e-79b1-4f60-9f76-63b10335fb05,SITE|bcb0812e-79b1-4f60-9f76-63b10335fb05,,FALSE,2023-06-12T23:35:22.268286Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-15T11:40:05.770354+00:00,SITE,86,30000,Australia/Perth
SITE|3300e69d-dbdc-4d43-8fc5-f2e3e11a0f78,SITE|3300e69d-dbdc-4d43-8fc5-f2e3e11a0f78,,FALSE,2023-06-20T00:03:04.814795Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040861,2023-07-28T10:43:10.083259+00:00,SITE,,10000,Australia/Brisbane
SITE|547b793b-6230-4e42-8a7a-6ca3df75b5aa,SITE|547b793b-6230-4e42-8a7a-6ca3df75b5aa,,,2023-02-20T03:16:42.724179Z,,,,-26.4390917,133.281323,,au.bom.site.066212,,SITE,,0,Australia/Sydney
SITE|a13580fc-4da4-4520-84d4-e964d33f8b5a,SITE|a13580fc-4da4-4520-84d4-e964d33f8b5a,,,2022-11-16T05:50:07.885263Z,,,0,-26.4390917,133.281323,,au.bom.site.069017,2023-05-03T08:40:31.080208+00:00,SITE,85,183660,Australia/Sydney
SITE|3a8da31f-a81f-43ae-8a84-bb4e60aae985,SITE|3a8da31f-a81f-43ae-8a84-bb4e60aae985,,FALSE,2023-06-27T01:55:34.253433Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.023013,,SITE,,8400,Australia/Adelaide
SITE|87221fec-8cdf-4513-b7a5-bd3a6018e447,SITE|87221fec-8cdf-4513-b7a5-bd3a6018e447,,,2022-11-21T05:26:03.306445Z,,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-05-04T07:27:27.066435+00:00,SITE,,99900,Australia/Perth
SITE|5f86f029-2a5e-4374-bfe7-e8569eb226ab,SITE|5f86f029-2a5e-4374-bfe7-e8569eb226ab,,FALSE,2023-06-15T02:45:04.841056Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-19T15:40:26.917905+00:00,SITE,,80000,Australia/Perth
SITE|a236e0d7-c89f-40a2-9ef2-bb313b329e2b,SITE|a236e0d7-c89f-40a2-9ef2-bb313b329e2b,,FALSE,2023-06-20T00:13:24.259848Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-28T10:51:30.943476+00:00,SITE,,17500,Australia/Perth
SITE|c62bba2b-9ee1-4406-be74-6d24d80028cc,SITE|c62bba2b-9ee1-4406-be74-6d24d80028cc,,FALSE,2023-06-19T06:12:36.413744Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009215,2023-07-28T09:18:55.391381+00:00,SITE,,810000,Australia/Perth
SITE|f34224e1-24c0-4d4a-be9d-44ce4d4c2634,SITE|f34224e1-24c0-4d4a-be9d-44ce4d4c2634,,,2023-02-22T03:13:36.568545Z,,,0,-26.4390917,133.281323,,au.bom.site.056238,2023-06-22T16:41:54.054471+00:00,SITE,48,67630,Australia/Sydney
SITE|71ef4f37-9e93-4579-8ad4-ca6255a4e573,SITE|71ef4f37-9e93-4579-8ad4-ca6255a4e573,,,2022-06-16T06:44:54.761867Z,,1,0,,,1,,2023-07-28T08:41:10.576901+00:00,SITE,128,185400,Australia/Sydney
SITE|3ee6ee26-8a3a-40ac-b1ec-c1e43d01a94a,SITE|3ee6ee26-8a3a-40ac-b1ec-c1e43d01a94a,,FALSE,2023-06-29T03:54:21.981127Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,0,Australia/Perth
SITE|887da104-74ae-4bb8-a633-4ac45a6fb6ab,SITE|887da104-74ae-4bb8-a633-4ac45a6fb6ab,,,2023-02-22T03:45:09.960349Z,,,0,-26.4390917,133.281323,,au.bom.site.073138,2023-06-22T16:41:21.465969+00:00,SITE,88,27000,Australia/Sydney
SITE|4c7e66a8-61e3-4ec1-98db-89708000b7c4,SITE|4c7e66a8-61e3-4ec1-98db-89708000b7c4,,FALSE,2023-06-14T23:40:17.534387Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.023885,2023-07-17T15:42:38.281626+00:00,SITE,95,10000,Australia/Adelaide
SITE|5a486d67-b2e8-48a3-a068-a3f942273806,SITE|5a486d67-b2e8-48a3-a068-a3f942273806,,,2023-02-20T03:10:48.788440Z,,,,-26.4390917,133.281323,,au.bom.site.062101,,SITE,,0,Australia/Sydney
SITE|4857c786-04f2-4fe8-9aa2-3c69b20f1a3e,SITE|4857c786-04f2-4fe8-9aa2-3c69b20f1a3e,,FALSE,2023-06-19T23:53:57.880028Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,0,Australia/Perth
SITE|ac5de10d-dfda-4b26-ad21-a1e2dbde842f,SITE|ac5de10d-dfda-4b26-ad21-a1e2dbde842f,,FALSE,2023-06-23T04:59:34.836678Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.068241,2023-07-12T11:42:50.342522+00:00,SITE,85,399750,Australia/Sydney
SITE|77aff07b-53ce-4ef2-8820-9d627eaf66d5,SITE|77aff07b-53ce-4ef2-8820-9d627eaf66d5,,FALSE,2023-06-27T04:41:37.041160Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066037,,SITE,,12650,Australia/Sydney
SITE|fc8b4f0a-d2f6-4640-b904-f433b2e40e00,SITE|fc8b4f0a-d2f6-4640-b904-f433b2e40e00,,FALSE,2023-06-29T04:25:15.936681Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.004090,,SITE,,8200,Australia/Perth
SITE|a763f77d-539a-4e9a-93d1-29ede58ae87a,SITE|a763f77d-539a-4e9a-93d1-29ede58ae87a,,FALSE,2023-06-20T00:01:37.004332Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,2023-07-28T10:37:48.213322+00:00,SITE,,26000,Australia/Perth
SITE|2b5b974b-2b4b-437a-9650-b543a1bf908a,SITE|2b5b974b-2b4b-437a-9650-b543a1bf908a,,,2022-11-16T05:55:53.221684Z,,,0,-26.4390917,133.281323,,au.bom.site.066161,2023-05-03T08:42:00.992910+00:00,SITE,91,378900,Australia/Sydney
SITE|4c4a8dc2-ed6b-40d4-8146-b1b0b7ef599e,SITE|4c4a8dc2-ed6b-40d4-8146-b1b0b7ef599e,,FALSE,2023-06-13T05:36:45.392708Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040211,2023-07-16T07:42:46.773034+00:00,SITE,42,10000,Australia/Brisbane
SITE|7533c4e5-21ed-4505-82eb-4df933a4df19,SITE|7533c4e5-21ed-4505-82eb-4df933a4df19,,TRUE,2021-09-10T04:34:25.937215Z,,,4528,,,,,2022-09-23T07:40:27.880396+00:00,SITE,88,9360,Australia/Sydney
SITE|ce717082-cf6e-43f7-bd9e-1448ddb8d752,SITE|ce717082-cf6e-43f7-bd9e-1448ddb8d752,,,2023-02-01T06:19:33.082729Z,,,0,-26.4390917,133.281323,,au.bom.site.068228,2023-07-10T15:45:07.823744+00:00,SITE,109,330000,Australia/Sydney
SITE|e0c8cb7d-574e-4bbd-8511-34832eaabf5a,SITE|e0c8cb7d-574e-4bbd-8511-34832eaabf5a,,FALSE,2023-03-24T01:46:32.811071Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.066137,,SITE,,0,Australia/Sydney
SITE|4ee9f476-097b-4371-a3e6-7c0a9b6625cd,SITE|4ee9f476-097b-4371-a3e6-7c0a9b6625cd,,,2022-12-23T06:01:16.374217Z,,,0,-26.4390917,133.281323,,au.bom.site.085099,2023-05-02T16:40:30.331109+00:00,SITE,104,99880,Australia/Melbourne
SITE|47c81360-1f86-4542-a97f-765f2dcb8681,SITE|47c81360-1f86-4542-a97f-765f2dcb8681,,FALSE,2023-06-13T02:05:00.768969Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040861,2023-07-15T19:42:20.698251+00:00,SITE,88,5000,Australia/Brisbane
SITE|5271adcd-5771-41ab-a908-c584016cdeeb,SITE|5271adcd-5771-41ab-a908-c584016cdeeb,,FALSE,2023-06-29T02:35:22.705931Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,10780,Australia/Perth
SITE|d5914eea-8293-42c0-8355-16e1b4d45f64,SITE|d5914eea-8293-42c0-8355-16e1b4d45f64,,,2022-11-21T05:22:12.121415Z,,,0,-26.4390917,133.281323,,au.bom.site.012038,2023-05-04T07:15:42.382468+00:00,SITE,,99900,Australia/Perth
SITE|16812e5d-fdbb-4529-9c97-c621810a5b21,SITE|16812e5d-fdbb-4529-9c97-c621810a5b21,,FALSE,2023-06-13T04:21:53.089107Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.140009,2023-07-16T04:42:40.804496+00:00,SITE,91,10000,Australia/Brisbane
SITE|98695d7a-0947-48b4-923b-fdc377b6f1f7,SITE|98695d7a-0947-48b4-923b-fdc377b6f1f7,,FALSE,2023-06-15T00:24:29.166550Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040405,2023-07-17T16:42:57.316151+00:00,SITE,138,10000,Australia/Brisbane
SITE|859a3a73-00df-4b8e-8192-7d64af4f001e,SITE|859a3a73-00df-4b8e-8192-7d64af4f001e,,,2022-10-11T04:31:30.649862Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066037,2023-01-30T00:41:52.885760+00:00,SITE,81,39560,Australia/Sydney
SITE|5aae25bb-dd7b-4d0d-bb16-b5f0974f9287,SITE|5aae25bb-dd7b-4d0d-bb16-b5f0974f9287,,FALSE,2023-06-13T04:33:49.643298Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009965,2023-07-16T04:42:42.444874+00:00,SITE,137,8200,Australia/Perth
SITE|824a993c-717e-4732-9932-ff20412caa9d,SITE|824a993c-717e-4732-9932-ff20412caa9d,,,2023-02-01T22:52:12.803074Z,,,0,-26.4390917,133.281323,,au.bom.site.086338,,SITE,,99800,Australia/Melbourne
SITE|a14f5404-e923-4eea-a9fc-a920ff6c31ed,SITE|a14f5404-e923-4eea-a9fc-a920ff6c31ed,,FALSE,2023-07-10T23:24:25.992841Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.085099,,SITE,,99820,Australia/Melbourne
SITE|d471d58d-c29a-4706-96ba-b23446c7451b,SITE|d471d58d-c29a-4706-96ba-b23446c7451b,,,2023-02-24T00:15:58.133943Z,,,0,-26.4390917,133.281323,,au.bom.site.066161,2023-07-15T16:47:09.745871+00:00,SITE,34,42000,Australia/Sydney
SITE|0b940650-10fe-4e50-8739-4fc71a0c2268,SITE|0b940650-10fe-4e50-8739-4fc71a0c2268,,,2023-01-18T04:44:08.111509Z,,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-06-26T15:43:36.553625+00:00,SITE,105,15410,Australia/Perth
SITE|1c390707-968f-4679-aee7-97f851c2b086,SITE|1c390707-968f-4679-aee7-97f851c2b086,,FALSE,2023-06-13T01:26:19.502054Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009053,2023-07-15T17:42:19.243487+00:00,SITE,112,5000,Australia/Perth
SITE|3ba63904-6b9e-48d3-952b-ea8fc5d5f5ad,SITE|3ba63904-6b9e-48d3-952b-ea8fc5d5f5ad,,FALSE,2023-06-14T23:09:41.426155Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086266,2023-07-17T14:42:46.801148+00:00,SITE,111,10000,Australia/Melbourne
SITE|6f006a45-daee-400d-96f6-56ee6c5e4914,SITE|6f006a45-daee-400d-96f6-56ee6c5e4914,,,2023-01-18T04:15:34.262907Z,,,0,-26.4390917,133.281323,,au.bom.site.040126,2023-05-04T06:02:31.784305+00:00,SITE,,312400,Australia/Brisbane
SITE|969b858a-b5ea-4f27-9bde-4bd21fab03ca,SITE|969b858a-b5ea-4f27-9bde-4bd21fab03ca,,,2022-08-05T02:00:19.548438Z,,1,0,-26.4390917,133.281323,1,au.bom.site.068257,2023-06-26T10:42:33.548354+00:00,SITE,43,99900,Australia/Sydney
SITE|b4842270-5c6d-44e3-a7b9-e5eb2b0b70c1,SITE|b4842270-5c6d-44e3-a7b9-e5eb2b0b70c1,,FALSE,2023-06-13T01:24:32.917317Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086282,2023-07-15T17:42:18.978980+00:00,SITE,70,13230,Australia/Melbourne
