source,target, weatherStationId,commsIssuesFlag,createdAt,dataIssuesFlag,dlfLossFactor,generationWatt,latitude,longitude,mlfLossFactor,nearestBomStationId,nextProcessDueAt,nodeType,performanceSinceInceptionSortKey,pvSizeWatt,timezone
SITE|91705ac6-6f62-4f02-b202-e8aed8b5c3b6,SITE|91705ac6-6f62-4f02-b202-e8aed8b5c3b6,,,2023-02-01T05:42:13.703499Z,TRUE,,0,-26.4390917,133.281323,,au.bom.site.060141,2023-07-27T05:40:27.684519+00:00,SITE,,10010,Australia/Sydney
SITE|2cda943e-7081-4ded-94ce-2e627603c839,SITE|2cda943e-7081-4ded-94ce-2e627603c839,,FALSE,2023-07-10T23:15:44.892707Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.023894,2023-07-10T13:45:10.444686+00:00,SITE,18,271400,Australia/Adelaide
SITE|f7925b7b-c55d-40e5-a2ce-8f9cb57434a7,SITE|f7925b7b-c55d-40e5-a2ce-8f9cb57434a7,,,2022-09-29T06:00:52.422136Z,,1,0,,,1,,2023-07-28T07:41:10.042816+00:00,SITE,80,836278,Australia/Sydney
SITE|a00c627d-8c49-48e2-a04e-5db676405f16,SITE|a00c627d-8c49-48e2-a04e-5db676405f16,,,2022-12-12T03:42:53.179438Z,,,,-26.4390917,133.281323,,au.bom.site.066194,,SITE,,0,Australia/Sydney
SITE|357d6427-fb48-44dd-b39d-02add6efecf3,SITE|357d6427-fb48-44dd-b39d-02add6efecf3,,FALSE,2023-06-27T06:27:57.145303Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,,SITE,,39780,Australia/Perth
SITE|b29147e9-4036-43d0-a94a-9af8dfa67d23,SITE|b29147e9-4036-43d0-a94a-9af8dfa67d23,,FALSE,2023-06-13T06:44:29.381626Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040958,2023-07-16T09:42:30.873378+00:00,SITE,143,10000,Australia/Brisbane
SITE|8f993052-051b-4f88-afed-bce0edb30986,SITE|8f993052-051b-4f88-afed-bce0edb30986,,FALSE,2023-06-01T06:13:51.895017Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.010286,2023-07-15T22:42:43.842780+00:00,SITE,85,44500,Australia/Perth
SITE|bbf10711-39dd-41cb-9b79-650a8632c352,SITE|bbf10711-39dd-41cb-9b79-650a8632c352,,FALSE,2023-06-15T04:19:59.784946Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-19T16:40:36.479210+00:00,SITE,,30000,Australia/Perth
SITE|dccc584e-20a4-4a2a-84d6-324d4f1016da,SITE|dccc584e-20a4-4a2a-84d6-324d4f1016da,,FALSE,2023-06-19T06:04:18.371955Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-28T09:16:58.790280+00:00,SITE,,30000,Australia/Perth
SITE|d67eb987-2c5b-423b-969e-f22e831e2399,SITE|d67eb987-2c5b-423b-969e-f22e831e2399,,FALSE,2023-06-19T06:50:25.172967Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040211,2023-07-28T10:13:32.040974+00:00,SITE,,10730,Australia/Brisbane
SITE|f17b5190-5afe-45d5-9360-d4aa5b688a51,SITE|f17b5190-5afe-45d5-9360-d4aa5b688a51,,,2022-06-17T04:04:01.514743Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066194,2023-06-22T07:41:56.833372+00:00,SITE,65,20000,Australia/Sydney
SITE|3494acfd-beac-42e5-9872-1c56528a4164,SITE|3494acfd-beac-42e5-9872-1c56528a4164,,,2022-11-15T22:22:17.044409Z,,,0,-26.4390917,133.281323,,au.bom.site.082138,2023-06-26T11:41:13.726829+00:00,SITE,92,99900,Australia/Melbourne
SITE|aa44f63b-66ef-4bf5-911f-08de7bc1a57d,SITE|aa44f63b-66ef-4bf5-911f-08de7bc1a57d,,,2022-06-16T06:50:48.311220Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066059,2023-06-26T10:42:33.171385+00:00,SITE,148,26220,Australia/Sydney
SITE|2f62246b-904e-43c9-826a-7acf3d35616c,SITE|2f62246b-904e-43c9-826a-7acf3d35616c,,FALSE,2023-06-15T00:21:52.111076Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.014015,2023-07-17T16:42:37.337112+00:00,SITE,101,12000,Australia/Darwin
SITE|506c447e-b886-4b37-a124-6aa0a11f43a9,SITE|506c447e-b886-4b37-a124-6aa0a11f43a9,,FALSE,2023-06-13T04:27:29.287567Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.041529,2023-07-16T04:42:40.322697+00:00,SITE,118,5000,Australia/Brisbane
SITE|b44c655f-724a-4f53-a0f3-40e236b8b317,SITE|b44c655f-724a-4f53-a0f3-40e236b8b317,,,2023-02-01T22:10:05.526584Z,,,0,-26.4390917,133.281323,,au.bom.site.087113,,SITE,,99000,Australia/Melbourne
SITE|c3b198db-ba13-47fd-bb9e-abcee3d4af97,SITE|c3b198db-ba13-47fd-bb9e-abcee3d4af97,,FALSE,2023-06-15T04:28:09.335960Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.067119,2023-07-18T17:44:48.918636+00:00,SITE,79,81000,Australia/Sydney
SITE|376f1c2a-26cb-4bb3-9807-765bd9d34fff,SITE|376f1c2a-26cb-4bb3-9807-765bd9d34fff,,FALSE,2023-06-19T05:51:13.748948Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-28T08:54:08.997452+00:00,SITE,,20000,Australia/Perth
SITE|644902f2-25b5-4d22-92cf-8c5d6ada2e05,SITE|644902f2-25b5-4d22-92cf-8c5d6ada2e05,,FALSE,2023-06-28T23:46:16.242113Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040913,,SITE,,12500,Australia/Brisbane
SITE|52f7e555-8834-46d9-8601-41022d2513bd,SITE|52f7e555-8834-46d9-8601-41022d2513bd,,FALSE,2023-06-22T02:17:07.793636Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.023000,2023-07-21T17:40:24.051372+00:00,SITE,,32200,Australia/Adelaide
SITE|607b1f3c-24ab-41f4-9645-baf451953cba,SITE|607b1f3c-24ab-41f4-9645-baf451953cba,,FALSE,2023-06-13T05:18:38.473525Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.079100,2023-07-16T07:42:38.990917+00:00,SITE,127,10000,Australia/Melbourne
SITE|7e4e5cd2-f194-4e24-a76f-9aee74663cef,SITE|7e4e5cd2-f194-4e24-a76f-9aee74663cef,,,2023-02-03T04:24:56.595168Z,,,0,-26.4390917,133.281323,,au.bom.site.086104,2023-07-10T16:43:19.565826+00:00,SITE,85,99820,Australia/Melbourne
SITE|7384c2ac-2d81-4ff3-be41-a8b9e54c72cf,SITE|7384c2ac-2d81-4ff3-be41-a8b9e54c72cf,,FALSE,2023-06-15T00:49:14.600887Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-18T05:43:02.420055+00:00,SITE,80,99750,Australia/Perth
SITE|b9fe436a-9ff9-485f-b23c-f7fdcdb7fbc7,SITE|b9fe436a-9ff9-485f-b23c-f7fdcdb7fbc7,,FALSE,2023-06-13T05:09:39.549091Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-16T05:42:38.130544+00:00,SITE,104,17500,Australia/Perth
SITE|3c25b996-d317-4e3c-b5aa-90071b01ac7e,SITE|3c25b996-d317-4e3c-b5aa-90071b01ac7e,,,2022-12-09T06:06:23.657731Z,,,0,-26.4390917,133.281323,,au.bom.site.065070,2023-07-10T19:46:19.207457+00:00,SITE,72,50160,Australia/Sydney
SITE|53cafe0c-6e40-4ea5-9323-0257444261d9,SITE|53cafe0c-6e40-4ea5-9323-0257444261d9,,FALSE,2023-06-13T04:32:05.386229Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.087184,2023-07-16T04:42:30.522927+00:00,SITE,126,8200,Australia/Melbourne
SITE|84f3dd48-bb34-4877-a906-bfa7507ac165,SITE|84f3dd48-bb34-4877-a906-bfa7507ac165,,FALSE,2023-06-12T23:28:23.921602Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-15T11:40:02.636995+00:00,SITE,305,15000,Australia/Perth
SITE|f7bc9698-0979-4620-a70d-24d79aaf9c5c,SITE|f7bc9698-0979-4620-a70d-24d79aaf9c5c,,FALSE,2023-04-06T01:42:58.912803Z,TRUE,,0,-26.4390917,133.281323,,au.bom.site.065103,2023-07-10T14:43:41.083602+00:00,SITE,97,220000,Australia/Sydney
SITE|dc7ebf49-4ca7-48ca-9426-983e6020e4aa,SITE|dc7ebf49-4ca7-48ca-9426-983e6020e4aa,,FALSE,2023-06-19T23:52:35.522426Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086077,2023-07-28T10:27:03.606774+00:00,SITE,,30000,Australia/Melbourne
SITE|770ceeb4-647a-45d0-8aad-bdbf04bb1a79,SITE|770ceeb4-647a-45d0-8aad-bdbf04bb1a79,,TRUE,2023-01-19T06:15:12.039672Z,,,0,-26.4390917,133.281323,,au.bom.site.014015,2023-05-04T05:50:45.640587+00:00,SITE,,451010,Australia/Darwin
SITE|f68b7aaa-06fa-497f-a4ed-4f5ea815f12d,SITE|f68b7aaa-06fa-497f-a4ed-4f5ea815f12d,,FALSE,2023-06-23T01:16:53.689624Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009215,,SITE,,10000,Australia/Perth
SITE|5b34f5fb-8a1d-4f11-9884-93e7b4379344,SITE|5b34f5fb-8a1d-4f11-9884-93e7b4379344,,FALSE,2023-06-19T06:01:31.013648Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-28T09:12:01.062870+00:00,SITE,,5000,Australia/Perth
SITE|4449fc65-04cd-4c0e-99dc-4fa44a1ea17f,SITE|4449fc65-04cd-4c0e-99dc-4fa44a1ea17f,,,2021-10-12T11:57:35.766122Z,,,42212,-26.4390917,133.281323,,au.bom.site.061055,2023-07-28T07:41:51.314455+00:00,SITE,84,80080,Australia/Sydney
SITE|bc229c75-4942-46fc-a959-44f474484de1,SITE|bc229c75-4942-46fc-a959-44f474484de1,,,2022-11-17T23:21:18.582124Z,,,0,-26.4390917,133.281323,,au.bom.site.086388,2023-05-04T06:56:58.238288+00:00,SITE,,99760,Australia/Melbourne
SITE|46b92e6a-ed62-4a53-9624-38e19775034f,SITE|46b92e6a-ed62-4a53-9624-38e19775034f,,FALSE,2023-06-13T05:48:24.465115Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.032040,2023-07-16T07:43:06.433611+00:00,SITE,96,30000,Australia/Brisbane
SITE|6c938d8f-d474-4f71-9bae-c7beff9df585,SITE|6c938d8f-d474-4f71-9bae-c7beff9df585,,FALSE,2023-06-27T04:43:55.238713Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066037,,SITE,,6050,Australia/Sydney
SITE|d24a1ee9-27f6-4f9d-ace2-0425ac1a96ba,SITE|d24a1ee9-27f6-4f9d-ace2-0425ac1a96ba,,FALSE,2023-06-09T05:51:43.096916Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-15T16:43:33.862747+00:00,SITE,101,75000,Australia/Perth
SITE|6cd293c5-6ff1-4b5f-a068-6c2b9c617d49,SITE|6cd293c5-6ff1-4b5f-a068-6c2b9c617d49,,FALSE,2023-06-13T05:53:51.199982Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040861,2023-07-16T07:42:47.141296+00:00,SITE,110,5000,Australia/Brisbane
SITE|1e60955b-3904-421a-a518-ea194c3e0e91,SITE|1e60955b-3904-421a-a518-ea194c3e0e91,,,2022-11-16T05:45:17.653678Z,,,0,-26.4390917,133.281323,,au.bom.site.064017,2023-05-03T08:40:32.230819+00:00,SITE,85,99760,Australia/Sydney
SITE|95f11c72-018f-42c0-82c4-04b41c153550,SITE|95f11c72-018f-42c0-82c4-04b41c153550,,,2023-01-19T06:00:32.371417Z,,,0,-26.4390917,133.281323,,au.bom.site.066212,2023-05-03T08:46:27.333742+00:00,SITE,69,244880,Australia/Sydney
SITE|0e5b2764-98f0-4a37-9570-05cf5dd3b585,SITE|0e5b2764-98f0-4a37-9570-05cf5dd3b585,,,2023-02-01T22:54:36.847367Z,,,0,-26.4390917,133.281323,,au.bom.site.086077,2023-07-09T11:43:31.806732+00:00,SITE,90,265420,Australia/Melbourne
SITE|cc548202-d6b6-4197-b171-2999de2a881d,SITE|cc548202-d6b6-4197-b171-2999de2a881d,,,2022-12-09T06:05:23.503025Z,,,0,-26.4390917,133.281323,,au.bom.site.056238,2023-07-17T10:40:46.377320+00:00,SITE,79,95760,Australia/Sydney
SITE|9be09864-7373-47da-af90-302608f130df,SITE|9be09864-7373-47da-af90-302608f130df,,,2023-02-23T05:42:03.099155Z,,,0,-26.4390917,133.281323,,au.bom.site.070351,2023-06-22T16:42:10.421358+00:00,SITE,48,60720,Australia/Sydney
SITE|ddff10b3-41c3-4b38-a207-47f22f0389df,SITE|ddff10b3-41c3-4b38-a207-47f22f0389df,,,2021-10-12T11:49:24.706013Z,,,4973,-26.4390917,133.281323,,au.bom.site.061055,2023-07-28T07:41:20.511517+00:00,SITE,47,10200,Australia/Sydney
SITE|622ba40d-3f5c-4e87-b317-a8fc0088049c,SITE|622ba40d-3f5c-4e87-b317-a8fc0088049c,,,2023-02-01T22:00:15.492329Z,,,0,-26.4390917,133.281323,,au.bom.site.091292,2023-07-10T15:43:52.252329+00:00,SITE,94,99900,Australia/Hobart
SITE|90ab05b5-ea18-4988-bf76-d713fe2ffaec,SITE|90ab05b5-ea18-4988-bf76-d713fe2ffaec,,FALSE,2023-06-29T02:30:26.438517Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009204,,SITE,,11960,Australia/Perth
SITE|7dd864fd-715b-4560-871e-d237be641c06,SITE|7dd864fd-715b-4560-871e-d237be641c06,,FALSE,2023-06-29T02:14:09.061312Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,,SITE,,15000,Australia/Perth
SITE|5daa804d-4525-4b3f-9961-e8c3ee15639f,SITE|5daa804d-4525-4b3f-9961-e8c3ee15639f,,FALSE,2023-06-15T02:58:14.734684Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,2023-07-19T16:01:28.915011+00:00,SITE,,13000,Australia/Perth
SITE|cd61c691-163f-4988-9617-7f7a474be79d,SITE|cd61c691-163f-4988-9617-7f7a474be79d,,,2023-02-07T04:19:05.635890Z,,,0,-26.4390917,133.281323,,au.bom.site.053115,2023-07-14T08:41:02.576338+00:00,SITE,68,64980,Australia/Sydney
SITE|8fbb7658-68cc-427a-a6d8-fb55b689ef7f,SITE|8fbb7658-68cc-427a-a6d8-fb55b689ef7f,,,2022-12-07T06:37:36.066234Z,,,0,-26.4390917,133.281323,,au.bom.site.040082,2023-05-03T07:44:20.724842+00:00,SITE,87,99900,Australia/Brisbane
SITE|08f51276-fff4-42b7-b1ec-fbdf7e94f2b0,SITE|08f51276-fff4-42b7-b1ec-fbdf7e94f2b0,,,2022-11-15T22:32:49.127426Z,,,0,-26.4390917,133.281323,,au.bom.site.066161,2023-06-26T16:41:01.334560+00:00,SITE,97,99900,Australia/Sydney
SITE|f3a66edb-5419-4cc1-bd4e-bd28dce48e51,SITE|f3a66edb-5419-4cc1-bd4e-bd28dce48e51,,FALSE,2023-06-09T05:40:35.944427Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009215,2023-07-15T16:42:13.504273+00:00,SITE,75,10000,Australia/Perth
SITE|c59e919e-3fe3-4af4-97ff-70129fd045b5,SITE|c59e919e-3fe3-4af4-97ff-70129fd045b5,,FALSE,2023-06-23T05:05:27.217044Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.087184,2023-07-27T05:41:58.935375+00:00,SITE,,62100,Australia/Melbourne
SITE|ff616fb0-19ab-4a57-9fe8-4ecabcdb82c1,SITE|ff616fb0-19ab-4a57-9fe8-4ecabcdb82c1,,FALSE,2023-06-19T23:58:03.503071Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.009021,,SITE,,0,Australia/Perth
SITE|3b12ad37-8132-459d-8340-7635ba8219c9,SITE|3b12ad37-8132-459d-8340-7635ba8219c9,,FALSE,2023-06-13T02:15:32.041409Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-16T04:42:31.890626+00:00,SITE,120,8200,Australia/Perth
SITE|1951ec90-55ba-42d4-a422-8f8677d95d25,SITE|1951ec90-55ba-42d4-a422-8f8677d95d25,,FALSE,2023-06-12T23:17:34.459410Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,2023-07-16T16:36:28.046262+00:00,SITE,,30000,Australia/Perth
SITE|37fc5191-562d-448f-9262-fd0f86a315c3,SITE|37fc5191-562d-448f-9262-fd0f86a315c3,,FALSE,2023-07-10T02:38:19.787873Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.031222,2023-07-12T11:42:27.097574+00:00,SITE,77,220000,Australia/Brisbane
SITE|162dec01-17e6-4e68-bbe8-4bd4e4b243ba,SITE|162dec01-17e6-4e68-bbe8-4bd4e4b243ba,,FALSE,2023-06-15T04:08:37.068665Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,2023-07-18T16:50:06.554309+00:00,SITE,91,240000,Australia/Perth
SITE|b1da875f-acde-4a69-84ce-3423f955ddde,SITE|b1da875f-acde-4a69-84ce-3423f955ddde,,FALSE,2023-06-23T00:52:59.546799Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009178,,SITE,,30000,Australia/Perth
SITE|39ee6eeb-d013-4d8f-ba71-e6477de60b71,SITE|39ee6eeb-d013-4d8f-ba71-e6477de60b71,,,2023-01-19T05:55:41.853018Z,,,0,-26.4390917,133.281323,,au.bom.site.061425,2023-05-03T09:40:50.400985+00:00,SITE,83,99970,Australia/Sydney
SITE|83e016cb-cfaf-4505-89e4-02dd60c62b2f,SITE|83e016cb-cfaf-4505-89e4-02dd60c62b2f,,FALSE,2023-06-29T00:58:50.192307Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.140007,,SITE,,40000,Australia/Brisbane
SITE|64e8b32b-0a35-4267-846e-0d3dedde553f,SITE|64e8b32b-0a35-4267-846e-0d3dedde553f,,FALSE,2023-03-24T01:48:07.046042Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066137,2023-06-27T06:11:05.107431+00:00,SITE,,50040,Australia/Sydney
SITE|48379922-3355-452c-930b-9babfa9cc258,SITE|48379922-3355-452c-930b-9babfa9cc258,,FALSE,2023-03-24T01:48:59.754481Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066137,2023-06-27T06:11:17.248281+00:00,SITE,,30500,Australia/Sydney
SITE|dd493cbe-ca9b-4a9f-baa8-e9ea77aca733,SITE|dd493cbe-ca9b-4a9f-baa8-e9ea77aca733,,FALSE,2023-06-12T23:11:09.984852Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-15T16:43:03.175131+00:00,SITE,126,12500,Australia/Perth
SITE|f91b2c61-e8e2-4c2f-ade7-88def32979c9,SITE|f91b2c61-e8e2-4c2f-ade7-88def32979c9,,,2022-11-16T04:57:44.451241Z,,,0,-26.4390917,133.281323,,au.bom.site.070351,2023-05-02T13:45:13.304149+00:00,SITE,78,99960,Australia/Sydney
SITE|533699f2-f64a-4599-9c27-7f35d3bdf4d5,SITE|533699f2-f64a-4599-9c27-7f35d3bdf4d5,,FALSE,2023-06-19T23:59:52.980374Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.014015,2023-07-28T10:37:45.985800+00:00,SITE,,90900,Australia/Darwin
SITE|ba1f3ee5-3fb8-4b8e-9521-013c79538a3d,SITE|ba1f3ee5-3fb8-4b8e-9521-013c79538a3d,,,2022-06-16T06:51:31.744251Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066212,2023-06-26T18:42:45.186740+00:00,SITE,154,85000,Australia/Sydney
SITE|290862ea-6498-4da0-8bb9-ed4de6cc72cc,SITE|290862ea-6498-4da0-8bb9-ed4de6cc72cc,,,2023-02-22T03:01:39.240318Z,,,0,-26.4390917,133.281323,,au.bom.site.058208,2023-06-22T17:41:46.691966+00:00,SITE,95,25000,Australia/Sydney
SITE|6a7fe40f-ac00-4749-b37b-09118b28ec8c,SITE|6a7fe40f-ac00-4749-b37b-09118b28ec8c,,,2023-02-22T03:49:11.685228Z,,,,-26.4390917,133.281323,,au.bom.site.058208,,SITE,,0,Australia/Sydney
SITE|217fa925-44c7-4d96-aef2-18b2cf91f7c1,SITE|217fa925-44c7-4d96-aef2-18b2cf91f7c1,,,2021-10-12T12:05:10.101584Z,,,47669,-26.4390917,133.281323,,au.bom.site.061055,2023-07-28T07:40:49.942475+00:00,SITE,49,91260,Australia/Sydney
SITE|539958de-bf57-48fc-9dbe-f3b57fb9c539,SITE|539958de-bf57-48fc-9dbe-f3b57fb9c539,,FALSE,2023-06-13T02:13:40.305197Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-16T03:42:59.027132+00:00,SITE,119,5000,Australia/Perth
SITE|7f421f69-9ada-4028-b564-f04c6cdc2530,SITE|7f421f69-9ada-4028-b564-f04c6cdc2530,,FALSE,2023-03-24T01:38:09.647277Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.066194,,SITE,,0,Australia/Sydney
SITE|b1747ca9-d6e6-4fdc-823e-8baee18b6e26,SITE|b1747ca9-d6e6-4fdc-823e-8baee18b6e26,,FALSE,2023-03-24T01:39:38.497052Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.066137,,SITE,,0,Australia/Sydney
SITE|8b04a62b-a400-42ce-b7a8-b5f1082b7674,SITE|8b04a62b-a400-42ce-b7a8-b5f1082b7674,,FALSE,2023-06-13T01:40:46.425328Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.094255,2023-07-15T17:42:35.421232+00:00,SITE,135,17500,Australia/Hobart
SITE|c5c1bc51-da39-40bd-9e72-7e26bcfd0f29,SITE|c5c1bc51-da39-40bd-9e72-7e26bcfd0f29,,,2022-11-16T05:48:59.773280Z,,,0,-26.4390917,133.281323,,au.bom.site.073151,2023-05-03T08:41:08.604427+00:00,SITE,84,99970,Australia/Sydney
SITE|5f22bb7c-b200-4aed-a0ad-60634aa65ef4,SITE|5f22bb7c-b200-4aed-a0ad-60634aa65ef4,,FALSE,2023-06-15T00:54:24.686961Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-19T05:25:38.076965+00:00,SITE,,39780,Australia/Perth
SITE|2f607b73-78d4-4d50-a209-9dc2b6a5d3e3,SITE|2f607b73-78d4-4d50-a209-9dc2b6a5d3e3,,FALSE,2023-06-14T23:26:53.206989Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.090184,2023-07-17T14:42:43.435967+00:00,SITE,126,12500,Australia/Melbourne
SITE|e7eb7b91-aa05-4992-a704-9b3c66a94870,SITE|e7eb7b91-aa05-4992-a704-9b3c66a94870,,FALSE,2023-07-10T23:21:55.719363Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086338,,SITE,,330000,Australia/Melbourne
SITE|fb840324-2808-470d-8b03-bde23311c51d,SITE|fb840324-2808-470d-8b03-bde23311c51d,,FALSE,2023-06-27T06:25:37.636387Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009021,,SITE,,100000,Australia/Perth
SITE|94b0ea0e-6e90-412d-b26d-3bbd44d5a8cf,SITE|94b0ea0e-6e90-412d-b26d-3bbd44d5a8cf,,,2022-06-17T04:56:44.509285Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066037,2023-06-22T06:41:43.048346+00:00,SITE,77,93600,Australia/Sydney
SITE|8aa37e23-8df6-480a-8e14-1bde779f201b,SITE|8aa37e23-8df6-480a-8e14-1bde779f201b,,FALSE,2023-03-24T01:52:40.084804Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066137,2023-07-10T10:43:49.390637+00:00,SITE,93,30000,Australia/Sydney
SITE|d5927cd5-f766-4b74-b841-9a8ba5711a2d,SITE|d5927cd5-f766-4b74-b841-9a8ba5711a2d,,FALSE,2023-06-29T02:29:26.891208Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009204,,SITE,,11960,Australia/Perth
SITE|1e712c76-5d5c-47d5-9b34-6a3b959df471,SITE|1e712c76-5d5c-47d5-9b34-6a3b959df471,,FALSE,2023-06-29T00:28:49.368078Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009178,,SITE,,39780,Australia/Perth
SITE|80aa29c1-e8a9-4194-b1ff-20998a06eb4a,SITE|80aa29c1-e8a9-4194-b1ff-20998a06eb4a,,,2022-06-17T03:43:39.233050Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066194,2023-06-22T06:40:34.926759+00:00,SITE,73,5000,Australia/Sydney
SITE|1cad69d7-b3dd-419b-b60b-3cac0c14f043,SITE|1cad69d7-b3dd-419b-b60b-3cac0c14f043,,TRUE,2022-11-16T04:19:51.308164Z,,,0,-26.4390917,133.281323,,au.bom.site.061412,2023-06-26T14:44:30.793175+00:00,SITE,97,99960,Australia/Sydney
SITE|7518fd86-2ed9-4448-ab21-4a59e04158e5,SITE|7518fd86-2ed9-4448-ab21-4a59e04158e5,,,2022-11-14T04:04:42.073507Z,,,0,-26.4390917,133.281323,,au.bom.site.073138,2023-06-26T06:42:17.873171+00:00,SITE,91,99900,Australia/Sydney
SITE|7f4a9973-4add-409a-97af-57dd19bddfde,SITE|7f4a9973-4add-409a-97af-57dd19bddfde,,FALSE,2023-06-29T03:58:26.029031Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,12500,Australia/Perth
SITE|ac98083f-a139-4202-88e2-15c6a9ed1e53,SITE|ac98083f-a139-4202-88e2-15c6a9ed1e53,,,2023-01-19T05:50:55.703779Z,,,0,-26.4390917,133.281323,,au.bom.site.068257,2023-05-03T08:41:35.517920+00:00,SITE,82,306100,Australia/Sydney
SITE|47ac9316-ab36-401d-bdd0-874722497945,SITE|47ac9316-ab36-401d-bdd0-874722497945,,,2021-10-07T23:48:24.689912Z,TRUE,1.0637,145800,,,0.9986,,2023-07-28T07:41:08.405520+00:00,SITE,75,240000,Australia/Sydney
SITE|e7dd02cf-bcfd-4e53-948d-6e794dd03817,SITE|e7dd02cf-bcfd-4e53-948d-6e794dd03817,,,2021-07-09T06:11:55.777346Z,,1,24420,,,1,,2023-07-28T07:40:59.394128+00:00,SITE,58,40260,Australia/Sydney
SITE|eab57ea5-a782-499e-9e59-7b245770b95f,SITE|eab57ea5-a782-499e-9e59-7b245770b95f,,,2022-11-17T23:19:49.424731Z,,,0,-26.4390917,133.281323,,au.bom.site.086388,2023-05-03T10:40:59.875676+00:00,SITE,89,99900,Australia/Melbourne
SITE|83635993-1f77-4eb2-afa7-d137e2d5f7d7,SITE|83635993-1f77-4eb2-afa7-d137e2d5f7d7,,,2022-11-16T05:59:22.338077Z,,,0,-26.4390917,133.281323,,au.bom.site.040842,2023-05-03T10:41:00.191736+00:00,SITE,82,99970,Australia/Brisbane
SITE|4e45e601-6150-4839-a132-81342a6eeb2d,SITE|4e45e601-6150-4839-a132-81342a6eeb2d,,,2022-02-09T01:01:40.815992Z,,,0,-26.4390917,133.281323,,au.bom.site.061055,2023-07-28T07:41:00.343676+00:00,SITE,93,15200,Australia/Sydney
SITE|9c2f2930-860d-4ca6-8746-b1de8e6207fa,SITE|9c2f2930-860d-4ca6-8746-b1de8e6207fa,,FALSE,2023-06-15T01:14:14.477756Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-19T13:37:00.022386+00:00,SITE,,12090,Australia/Perth
