source,target,azimuth,createdAt,latitude,longitude,loss,manufacturerApi,nodeSort,nodeType,pvSizeWatt,siteId,tilt,weatherStationId
MNTR|3b740d3a-1ded-4747-a230-a6a90096a6b0,MNTR|3b740d3a-1ded-4747-a230-a6a90096a6b0,0,2023-06-30T02:48:47.285423Z,-26.4390917,133.281323,0.15,FRONIUS,3b740d3a-1ded-4747-a230-a6a90096a6b0,MNTR,19900,SITE|c869cb9a-340c-4e26-9360-1eed7c7986c6,10,au.bom.site.009225
MNTR|779054,MNTR|779054,0,2022-12-08T06:21:12.634838Z,-26.4390917,133.281323,0.15,SMA,779054,MNTR,27770,SITE|d48fb094-4ad6-4a94-99d0-0fdd95009d1b,10,au.bom.site.086338
MNTR|1139281_1_1_1,MNTR|1139281_1_1_1,0,2023-02-02T05:59:24.643553Z,-26.4390917,133.281323,0.15,SUNGROW,1139281_1_1_1,MNTR,99800,SITE|13e4a9b1-e682-4e98-a7cb-69a46def28ad,10,au.bom.site.086383
MNTR|128e10fc-38fd-4144-b18d-ae0b005ab999,MNTR|128e10fc-38fd-4144-b18d-ae0b005ab999,0,2023-02-23T05:25:41.063396Z,-26.4390917,133.281323,0.15,FRONIUS,128e10fc-38fd-4144-b18d-ae0b005ab999,MNTR,20000,SITE|760b0391-fa95-43f5-9036-2ef1cfd19e45,10,au.bom.site.063291
MNTR|f01e36e7-7eb7-403b-9b04-5d5885f3862f,MNTR|f01e36e7-7eb7-403b-9b04-5d5885f3862f,0,2023-07-03T00:26:41.630032Z,-26.4390917,133.281323,0.15,FRONIUS,f01e36e7-7eb7-403b-9b04-5d5885f3862f,MNTR,20000,SITE|a02a02b6-fe04-4444-911d-21ad4828e3d4,10,au.bom.site.040211
MNTR|fe3f5460-d751-487b-b460-a8aa0070762a,MNTR|fe3f5460-d751-487b-b460-a8aa0070762a,0,2023-07-03T01:12:29.597199Z,-26.4390917,133.281323,0.15,FRONIUS,fe3f5460-d751-487b-b460-a8aa0070762a,MNTR,32000,SITE|dc47ca9c-67ff-4f4b-9c9a-98e3d64cc590,10,au.bom.site.066212
MNTR|1211176_1_23_1,MNTR|1211176_1_23_1,0,2023-07-10T02:39:47.885390Z,-26.4390917,133.281323,0.15,SUNGROW,1211176_1_23_1,MNTR,110000,SITE|37fc5191-562d-448f-9262-fd0f86a315c3,10,au.bom.site.031222
MNTR|1f178fa0-0d21-4fee-8adc-75a4299ef400,MNTR|1f178fa0-0d21-4fee-8adc-75a4299ef400,0,2023-07-03T00:06:24.445332Z,-26.4390917,133.281323,0.15,FRONIUS,1f178fa0-0d21-4fee-8adc-75a4299ef400,MNTR,15000,SITE|0c8618f1-0f3c-49b9-af1c-204ed2394311,10,au.bom.site.009021
MNTR|7E13F91D-A7,MNTR|7E13F91D-A7,0,2023-07-21T05:38:42.828445Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E13F91D-A7,MNTR,30666,SITE|05d1c1ae-8803-4501-b87c-d87de9fc9aa6,10,au.bom.site.060168
MNTR|1208458_1_2_1,MNTR|1208458_1_2_1,0,2023-06-22T02:46:19.583631Z,-26.4390917,133.281323,0.15,SUNGROW,1208458_1_2_1,MNTR,122670,SITE|8115df67-f32f-418a-b599-d6551cc52e9b,10,au.bom.site.082138
MNTR|PUMS-X5Z2-LZ5B-46VT,MNTR|PUMS-X5Z2-LZ5B-46VT,0,2022-08-26T01:16:42.958199Z,-26.4390917,133.281323,0.15,WATTWATCHERS,PUMS-X5Z2-LZ5B-46VT,MNTR,6000,SITE|203ab2a5-56e7-4304-a1ad-080670d487dd,10,au.bom.site.066194
MNTR|3376d990-58b5-475d-af8b-abae000ec018,MNTR|3376d990-58b5-475d-af8b-abae000ec018,0,2023-07-03T00:08:32.839570Z,-26.4390917,133.281323,0.15,FRONIUS,3376d990-58b5-475d-af8b-abae000ec018,MNTR,25000,SITE|05aa5326-afc1-4e16-a286-25d01c3b5147,10,au.bom.site.009225
MNTR|7E0C756C-6B,MNTR|7E0C756C-6B,0,2023-07-21T05:16:12.368401Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E0C756C-6B,MNTR,62040,SITE|bdf6af99-d234-4d30-96fd-da45022ba9cf,10,au.bom.site.061055
MNTR|e98efb24-08f6-4150-9be1-1405dda92979,MNTR|e98efb24-08f6-4150-9be1-1405dda92979,0,2023-07-03T01:33:32.115220Z,-26.4390917,133.281323,0.15,FRONIUS,e98efb24-08f6-4150-9be1-1405dda92979,MNTR,15000,SITE|4808f4fb-aa9c-4733-b3da-a139fdc3fcf4,10,au.bom.site.009225
MNTR|6039728,MNTR|6039728,0,2023-02-09T23:21:10.935823Z,-26.4390917,133.281323,0.15,SMA,6039728,MNTR,27750,SITE|8fbb7658-68cc-427a-a6d8-fb55b689ef7f,10,au.bom.site.040082
MNTR|2361305,MNTR|2361305,0,2022-12-06T04:05:07.138619Z,-26.4390917,133.281323,0.15,SMA,2361305,MNTR,27770,SITE|1e4e8aee-dde9-4c6d-941e-18f894503533,10,au.bom.site.074037
MNTR|e0ffe899-ed41-4de7-8207-40b9f8d0d913,MNTR|e0ffe899-ed41-4de7-8207-40b9f8d0d913,0,2023-07-03T01:33:02.048801Z,-26.4390917,133.281323,0.15,FRONIUS,e0ffe899-ed41-4de7-8207-40b9f8d0d913,MNTR,15000,SITE|a7d04f63-660f-4eb0-bc8e-6eaac3fa33e6,10,au.bom.site.009977
MNTR|3172591,MNTR|3172591,0,2022-12-07T06:47:18.323407Z,-26.4390917,133.281323,0.15,SMA,3172591,MNTR,27770,SITE|ef7f758c-4612-4025-acc4-47cfec16891f,10,au.bom.site.040913
MNTR|9cb74e85-1a99-46f3-9ed5-126b10ae2f19,MNTR|9cb74e85-1a99-46f3-9ed5-126b10ae2f19,0,2023-01-24T05:01:44.402206Z,-26.4390917,133.281323,0.15,SMA,9cb74e85-1a99-46f3-9ed5-126b10ae2f19,MNTR,64430,SITE|770ceeb4-647a-45d0-8aad-bdbf04bb1a79,10,au.bom.site.014015
MNTR|2fc11eff-b9df-41fb-a18b-04d6a5bfdd40,MNTR|2fc11eff-b9df-41fb-a18b-04d6a5bfdd40,0,2023-06-30T05:02:12.080093Z,-26.4390917,133.281323,0.15,FRONIUS,2fc11eff-b9df-41fb-a18b-04d6a5bfdd40,MNTR,5000,SITE|7a1f9ca8-705d-4932-a702-6f40ca09f527,10,au.bom.site.032040
MNTR|2e1ab2e4-f963-499a-ae93-d41fcd362e54,MNTR|2e1ab2e4-f963-499a-ae93-d41fcd362e54,0,2023-07-03T05:35:56.047518Z,-26.4390917,133.281323,0.15,FRONIUS,2e1ab2e4-f963-499a-ae93-d41fcd362e54,MNTR,15000,SITE|2de7f1ea-0032-4433-819f-6aa8de9b8f3a,10,au.bom.site.009225
MNTR|7db2c997-dc6e-46fe-aac7-ce8093baf03c,MNTR|7db2c997-dc6e-46fe-aac7-ce8093baf03c,0,2023-07-02T23:57:14.877055Z,-26.4390917,133.281323,0.15,FRONIUS,7db2c997-dc6e-46fe-aac7-ce8093baf03c,MNTR,25000,SITE|162dec01-17e6-4e68-bbe8-4bd4e4b243ba,10,au.bom.site.009256
MNTR|895044,MNTR|895044,0,2022-12-07T06:51:53.424036Z,-26.4390917,133.281323,0.15,SMA,895044,MNTR,27770,SITE|a03309b8-78c6-42c5-9fef-5c432725939f,10,au.bom.site.033328
MNTR|e275e509-d8f8-4812-82bd-d9f7d05f4625,MNTR|e275e509-d8f8-4812-82bd-d9f7d05f4625,0,2023-01-24T03:45:11.514835Z,-26.4390917,133.281323,0.15,SMA,e275e509-d8f8-4812-82bd-d9f7d05f4625,MNTR,16660,SITE|b960471d-4094-446f-bc9b-be0ab0628d12,10,au.bom.site.069017
MNTR|27d20881-0a27-4f28-b837-1684516b9224,MNTR|27d20881-0a27-4f28-b837-1684516b9224,0,2023-07-03T02:26:26.834238Z,-26.4390917,133.281323,0.15,FRONIUS,27d20881-0a27-4f28-b837-1684516b9224,MNTR,25000,SITE|6c162873-4532-4682-b542-88adca2395da,10,au.bom.site.040913
MNTR|a194a0ef-1f46-40ce-9667-a1cc0b75c8d3,MNTR|a194a0ef-1f46-40ce-9667-a1cc0b75c8d3,0,2023-07-03T00:02:54.015915Z,-26.4390917,133.281323,0.15,FRONIUS,a194a0ef-1f46-40ce-9667-a1cc0b75c8d3,MNTR,25000,SITE|f33a92e9-27fe-4577-a700-e0d32fee2a8b,10,au.bom.site.009256
MNTR|84effa51-ced9-4459-84df-55d22dec2e17,MNTR|84effa51-ced9-4459-84df-55d22dec2e17,0,2023-02-08T00:07:33.544060Z,-26.4390917,133.281323,0.15,SMA,84effa51-ced9-4459-84df-55d22dec2e17,MNTR,16660,SITE|0bbd01bc-afb6-4464-a248-fd7cb49d9d0d,10,au.bom.site.023894
MNTR|1112363_1_3_1,MNTR|1112363_1_3_1,0,2023-02-03T00:33:33.721789Z,-26.4390917,133.281323,0.15,SUNGROW,1112363_1_3_1,MNTR,82500,SITE|08b12d74-607d-41f5-89c8-d4c0b2e09993,10,au.bom.site.023122
MNTR|71f7185d-ef39-47c0-ba81-34c0a1f486b9,MNTR|71f7185d-ef39-47c0-ba81-34c0a1f486b9,0,2023-07-03T04:01:59.060596Z,-26.4390917,133.281323,0.15,FRONIUS,71f7185d-ef39-47c0-ba81-34c0a1f486b9,MNTR,10000,SITE|69d74f0b-dd7e-4145-a961-923bf40a8c51,10,au.bom.site.009215
MNTR|527b4411-3a7b-4d73-a33c-7d08d2fb53a2,MNTR|527b4411-3a7b-4d73-a33c-7d08d2fb53a2,0,2023-07-03T04:43:23.961001Z,-26.4390917,133.281323,0.15,FRONIUS,527b4411-3a7b-4d73-a33c-7d08d2fb53a2,MNTR,100000,SITE|12a8b0a5-ef0d-4ae0-9e21-8578c0ca639d,10,au.bom.site.009256
MNTR|e49c73b4-2e41-4549-8a88-a87b006a2c7d,MNTR|e49c73b4-2e41-4549-8a88-a87b006a2c7d,0,2023-07-03T00:36:14.606495Z,-26.4390917,133.281323,0.15,FRONIUS,e49c73b4-2e41-4549-8a88-a87b006a2c7d,MNTR,17500,SITE|7542fbf4-d1a2-43c1-96ad-eb4ffa4824d7,10,au.bom.site.009965
MNTR|04827f64-10d7-4eb5-8dc7-a5fe00b39e0f,MNTR|04827f64-10d7-4eb5-8dc7-a5fe00b39e0f,0,2023-06-30T06:29:47.980482Z,-26.4390917,133.281323,0.15,FRONIUS,04827f64-10d7-4eb5-8dc7-a5fe00b39e0f,MNTR,26000,SITE|41ce9dc1-3103-4569-93be-4caf46b22814,10,au.bom.site.009204
MNTR|1170757_1_1_1,MNTR|1170757_1_1_1,0,2023-02-03T05:40:55.683866Z,-26.4390917,133.281323,0.15,SUNGROW,1170757_1_1_1,MNTR,100000,SITE|10d73737-b93a-452f-b46a-00bf8bb82520,10,au.bom.site.086338
MNTR|66e4eceb-6600-45d8-aa83-aa08005e32ec,MNTR|66e4eceb-6600-45d8-aa83-aa08005e32ec,0,2023-06-30T02:26:27.256147Z,-26.4390917,133.281323,0.15,FRONIUS,66e4eceb-6600-45d8-aa83-aa08005e32ec,MNTR,4400,SITE|30758a64-5a72-41ea-aa8c-7bcc27caa758,10,au.bom.site.009172
MNTR|b827ebb88f33,MNTR|b827ebb88f33,0,2022-02-09T01:26:45.305792Z,-26.4390917,133.281323,0.15,SWITCHDINV1,b827ebb88f33,MNTR,23240,SITE|7eb21865-959e-4987-af63-a893e743e2b0,10,au.bom.site.061055
MNTR|5d26131c-16c0-43cf-96ad-34b26cec8559,MNTR|5d26131c-16c0-43cf-96ad-34b26cec8559,0,2023-01-20T05:09:44.960873Z,-26.4390917,133.281323,0.15,SMA,5d26131c-16c0-43cf-96ad-34b26cec8559,MNTR,74960,SITE|5b31fce7-0359-4f77-9eb5-99bdfaef8cf8,10,au.bom.site.065068
MNTR|3f6d155f-0e03-4669-ace0-a785298b101d,MNTR|3f6d155f-0e03-4669-ace0-a785298b101d,0,2023-07-03T04:29:45.290134Z,-26.4390917,133.281323,0.15,FRONIUS,3f6d155f-0e03-4669-ace0-a785298b101d,MNTR,15000,SITE|56b65299-72da-4917-8217-e982999d3544,10,au.bom.site.009225
MNTR|1036922,MNTR|1036922,0,2022-12-06T04:08:05.339216Z,-26.4390917,133.281323,0.15,SMA,1036922,MNTR,27770,SITE|0d5c0a29-0d5d-4104-8a5e-43dfe1404157,10,au.bom.site.059151
MNTR|aab6734c-93f5-40c0-b505-ce36cecbfbaf,MNTR|aab6734c-93f5-40c0-b505-ce36cecbfbaf,0,2023-07-03T00:23:13.858142Z,-26.4390917,133.281323,0.15,FRONIUS,aab6734c-93f5-40c0-b505-ce36cecbfbaf,MNTR,8200,SITE|119b01fb-2f00-4020-a275-d45ce8098f4c,10,au.bom.site.009256
MNTR|20e2be7c-6b51-4b86-9c05-ad5e00670d52,MNTR|20e2be7c-6b51-4b86-9c05-ad5e00670d52,0,2023-06-30T05:49:01.420498Z,-26.4390917,133.281323,0.15,FRONIUS,20e2be7c-6b51-4b86-9c05-ad5e00670d52,MNTR,6300,SITE|11e4f868-0a87-48b2-8a2f-50e921db1354,10,au.bom.site.086388
MNTR|fa63cc54-cf60-427b-b477-a635005b9717,MNTR|fa63cc54-cf60-427b-b477-a635005b9717,0,2023-07-03T04:34:44.136718Z,-26.4390917,133.281323,0.15,FRONIUS,fa63cc54-cf60-427b-b477-a635005b9717,MNTR,15000,SITE|d8a58994-2698-4818-ba73-1a5d7d6ed717,10,au.bom.site.009965
MNTR|0172781d-0187-4ab0-98d5-a5590049e0a7,MNTR|0172781d-0187-4ab0-98d5-a5590049e0a7,0,2023-07-03T02:37:42.200170Z,-26.4390917,133.281323,0.15,FRONIUS,0172781d-0187-4ab0-98d5-a5590049e0a7,MNTR,19890,SITE|357d6427-fb48-44dd-b39d-02add6efecf3,10,au.bom.site.009172
MNTR|d9a743e4-0159-490a-aa20-5180d2cfa37c,MNTR|d9a743e4-0159-490a-aa20-5180d2cfa37c,0,2023-02-06T22:11:43.804533Z,-26.4390917,133.281323,0.15,SMA,d9a743e4-0159-490a-aa20-5180d2cfa37c,MNTR,61220,SITE|2a2ef742-5f0d-4bea-8804-1a89d5411d26,10,au.bom.site.023885
MNTR|7052896,MNTR|7052896,0,2022-12-07T06:58:11.104720Z,-26.4390917,133.281323,0.15,SMA,7052896,MNTR,119950,SITE|1e6c7292-9689-4b51-9271-1a9e80a09ecf,10,au.bom.site.140009
MNTR|189b8f0d-ea17-4daa-bfda-5c38cf0bb04c,MNTR|189b8f0d-ea17-4daa-bfda-5c38cf0bb04c,0,2023-06-30T06:20:23.614923Z,-26.4390917,133.281323,0.15,FRONIUS,189b8f0d-ea17-4daa-bfda-5c38cf0bb04c,MNTR,19890,SITE|9d708103-b692-4f6c-ac3a-505d8d0da525,10,au.bom.site.009172
MNTR|7c09adf9-d8dc-4a9f-9d22-1050a47e53c5,MNTR|7c09adf9-d8dc-4a9f-9d22-1050a47e53c5,0,2023-07-03T04:49:07.532516Z,-26.4390917,133.281323,0.15,FRONIUS,7c09adf9-d8dc-4a9f-9d22-1050a47e53c5,MNTR,15000,SITE|c9b8ca88-0263-4ff5-8813-867ccab3d32d,10,au.bom.site.067113
MNTR|7DHI-9YU5-U3WD-48XE,MNTR|7DHI-9YU5-U3WD-48XE,0,2022-08-26T00:45:28.211315Z,-26.4390917,133.281323,0.15,WATTWATCHERS,7DHI-9YU5-U3WD-48XE,MNTR,13000,SITE|d122a439-d614-4b6d-bf38-198288b81888,10,au.bom.site.066214
MNTR|1208458_1_3_1,MNTR|1208458_1_3_1,0,2023-06-22T02:47:23.444695Z,-26.4390917,133.281323,0.15,SUNGROW,1208458_1_3_1,MNTR,122670,SITE|8115df67-f32f-418a-b599-d6551cc52e9b,10,au.bom.site.082138
MNTR|4ce2f298-b2b4-4ea6-a932-3963741ddb91,MNTR|4ce2f298-b2b4-4ea6-a932-3963741ddb91,0,2023-06-30T05:19:46.877298Z,-26.4390917,133.281323,0.15,FRONIUS,4ce2f298-b2b4-4ea6-a932-3963741ddb91,MNTR,5000,SITE|63260524-9e5d-4175-af69-a37ca5f561e7,10,au.bom.site.040913
MNTR|cad58877-47e1-4969-9690-67c043bd5500,MNTR|cad58877-47e1-4969-9690-67c043bd5500,0,2023-07-03T01:54:39.783327Z,-26.4390917,133.281323,0.15,FRONIUS,cad58877-47e1-4969-9690-67c043bd5500,MNTR,15000,SITE|96a30f2e-0844-451c-980b-5a8310af80ea,10,au.bom.site.061287
MNTR|b827eb54ae32,MNTR|b827eb54ae32,0,2022-02-09T00:37:19.809152Z,-26.4390917,133.281323,0.15,SWITCHDINV1,b827eb54ae32,MNTR,9880,SITE|33c635cb-492f-4c67-95da-10364061d7fe,10,au.bom.site.061055
MNTR|6204062,MNTR|6204062,0,2023-02-09T05:58:39.729672Z,-26.4390917,133.281323,0.15,SMA,6204062,MNTR,27750,SITE|1fa1eaa7-4d5e-43d8-b8b1-33348b01bc4b,10,au.bom.site.009225
MNTR|1213725_1_3_1,MNTR|1213725_1_3_1,0,2023-07-10T23:23:03.053196Z,-26.4390917,133.281323,0.15,SUNGROW,1213725_1_3_1,MNTR,110000,SITE|e7eb7b91-aa05-4992-a704-9b3c66a94870,10,au.bom.site.086338
MNTR|a1d39144-ca69-4822-b507-af390188ce25,MNTR|a1d39144-ca69-4822-b507-af390188ce25,0,2023-06-30T05:57:27.175870Z,-26.4390917,133.281323,0.15,FRONIUS,a1d39144-ca69-4822-b507-af390188ce25,MNTR,12000,SITE|2f62246b-904e-43c9-826a-7acf3d35616c,10,au.bom.site.014015
MNTR|c4eb5c4d-290c-4f41-86cb-122208c89641,MNTR|c4eb5c4d-290c-4f41-86cb-122208c89641,0,2023-01-24T04:47:28.166155Z,-26.4390917,133.281323,0.15,SMA,c4eb5c4d-290c-4f41-86cb-122208c89641,MNTR,61220,SITE|95f11c72-018f-42c0-82c4-04b41c153550,10,au.bom.site.066212
MNTR|7197540,MNTR|7197540,0,2023-02-09T01:56:25.474899Z,-26.4390917,133.281323,0.15,SMA,7197540,MNTR,123360,SITE|32bcdffd-3198-4004-91b6-c82899f2ef73,10,au.bom.site.032040
MNTR|1163283_1_2_1,MNTR|1163283_1_2_1,0,2023-02-02T22:51:11.056069Z,-26.4390917,133.281323,0.15,SUNGROW,1163283_1_2_1,MNTR,126000,SITE|067182b0-4043-4e5e-929b-d61537b1041b,10,au.bom.site.061366
MNTR|1240356_1_2_1,MNTR|1240356_1_2_1,0,2023-07-10T02:26:35.668419Z,-26.4390917,133.281323,0.15,SUNGROW,1240356_1_2_1,MNTR,126790,SITE|db0c717e-79c2-4d13-9db3-0c663bde8545,10,au.bom.site.014015
MNTR|feebee87-0699-4e2e-a381-f5657140c70a,MNTR|feebee87-0699-4e2e-a381-f5657140c70a,0,2023-07-03T00:46:21.960875Z,-26.4390917,133.281323,0.15,FRONIUS,feebee87-0699-4e2e-a381-f5657140c70a,MNTR,27000,SITE|c62bba2b-9ee1-4406-be74-6d24d80028cc,10,au.bom.site.009215
MNTR|7178790,MNTR|7178790,0,2022-11-30T04:10:56.311623Z,-26.4390917,133.281323,0.15,SMA,7178790,MNTR,31030,SITE|86c35934-b50e-48d3-ac56-2152e863e100,10,au.bom.site.086338
MNTR|7bee22d3-2e2f-41c4-9a69-a4d8004e4b39,MNTR|7bee22d3-2e2f-41c4-9a69-a4d8004e4b39,0,2023-06-30T06:07:13.525253Z,-26.4390917,133.281323,0.15,FRONIUS,7bee22d3-2e2f-41c4-9a69-a4d8004e4b39,MNTR,99750,SITE|7384c2ac-2d81-4ff3-be41-a8b9e54c72cf,10,au.bom.site.009225
MNTR|7E169095-B9,MNTR|7E169095-B9,0,2023-07-21T05:14:50.438081Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E169095-B9,MNTR,31020,SITE|bdf6af99-d234-4d30-96fd-da45022ba9cf,10,au.bom.site.061055
MNTR|68f96b7b-eecc-4e38-bf50-d3ac0ddbb4b6,MNTR|68f96b7b-eecc-4e38-bf50-d3ac0ddbb4b6,0,2023-01-24T05:16:48.939485Z,-26.4390917,133.281323,0.15,SMA,68f96b7b-eecc-4e38-bf50-d3ac0ddbb4b6,MNTR,64060,SITE|20200be5-9a36-4b8b-b869-4459631ddaf8,10,au.bom.site.039083
MNTR|663f561d-4bea-40f7-a661-47d035af356b,MNTR|663f561d-4bea-40f7-a661-47d035af356b,0,2023-07-03T04:52:27.095236Z,-26.4390917,133.281323,0.15,FRONIUS,663f561d-4bea-40f7-a661-47d035af356b,MNTR,27000,SITE|5bdbe77a-1af1-4dc6-85f7-82e017c7146b,10,au.bom.site.009225
"MNTR|7E163A5E-2C	","MNTR|7E163A5E-2C	",0,2023-07-21T06:47:51.584833Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,"7E163A5E-2C	",MNTR,102555,SITE|89f4dfee-9a80-44b7-8ca2-1f693175ab24,10,au.bom.site.067119
MNTR|6758037,MNTR|6758037,0,2022-11-23T04:56:53.085500Z,-26.4390917,133.281323,0.15,SMA,6758037,MNTR,28710,SITE|838d9791-7577-4950-b7e9-31de3d05f6bd,10,au.bom.site.023083
MNTR|005b7be1-5bc9-4bd6-87dd-08b91e8b197e,MNTR|005b7be1-5bc9-4bd6-87dd-08b91e8b197e,0,2023-07-03T00:42:38.371759Z,-26.4390917,133.281323,0.15,FRONIUS,005b7be1-5bc9-4bd6-87dd-08b91e8b197e,MNTR,27000,SITE|c62bba2b-9ee1-4406-be74-6d24d80028cc,10,au.bom.site.009215
MNTR|3ca51f19-45ca-45dd-91e0-12b8512aabae,MNTR|3ca51f19-45ca-45dd-91e0-12b8512aabae,0,2023-06-30T06:02:05.616068Z,-26.4390917,133.281323,0.15,FRONIUS,3ca51f19-45ca-45dd-91e0-12b8512aabae,MNTR,20000,SITE|1ba8a44a-746a-4006-8518-0f363e031c14,10,au.bom.site.033329
MNTR|17fc3af6-0e22-48a9-8e32-0d31f7d03f0e,MNTR|17fc3af6-0e22-48a9-8e32-0d31f7d03f0e,0,2022-11-03T00:52:56.380038Z,-26.4390917,133.281323,0.15,SMA,17fc3af6-0e22-48a9-8e32-0d31f7d03f0e,MNTR,24955,SITE|0db997df-a498-41ac-b4cb-c9911d6e766f,10,au.bom.site.063291
MNTR|b827eb01ed3b,MNTR|b827eb01ed3b,0,2022-02-09T01:31:04.715936Z,-26.4390917,133.281323,0.15,SWITCHDINV1,b827eb01ed3b,MNTR,138700,SITE|9a00e0aa-889d-44a1-8d08-2bfb30053bed,10,au.bom.site.061055
MNTR|8120666,MNTR|8120666,0,2022-12-01T04:16:57.119254Z,-26.4390917,133.281323,0.15,SMA,8120666,MNTR,99900,SITE|ba90db71-4136-4bcd-b0e5-417e8cbcef96,10,au.bom.site.009977
MNTR|c34283ad-f4fd-454d-a76c-c3e50b731b81,MNTR|c34283ad-f4fd-454d-a76c-c3e50b731b81,0,2023-02-09T05:45:25.876562Z,-26.4390917,133.281323,0.15,SMA,c34283ad-f4fd-454d-a76c-c3e50b731b81,MNTR,16660,SITE|50287c5d-37de-4819-8d87-e0bb2ed8c47b,10,au.bom.site.009281
MNTR|8c3e85be-5512-4288-9d28-ad440053abdb,MNTR|8c3e85be-5512-4288-9d28-ad440053abdb,0,2023-02-23T05:17:31.512649Z,-26.4390917,133.281323,0.15,FRONIUS,8c3e85be-5512-4288-9d28-ad440053abdb,MNTR,33300,SITE|38b147b2-89e7-496c-9f8c-ecb5cb5c3012,10,au.bom.site.074148
MNTR|1140954_1_2_1,MNTR|1140954_1_2_1,0,2023-02-02T23:39:25.084923Z,-26.4390917,133.281323,0.15,SUNGROW,1140954_1_2_1,MNTR,138230,SITE|83215a8a-c034-41ac-89c6-335c3906d819,10,au.bom.site.061425
MNTR|1153436_1_2_1,MNTR|1153436_1_2_1,0,2023-02-02T05:33:59.115286Z,-26.4390917,133.281323,0.15,SUNGROW,1153436_1_2_1,MNTR,15000,SITE|36b24e01-4c21-422d-a585-67fc56bf8ede,10,au.bom.site.086068
MNTR|1188840_1_1_1,MNTR|1188840_1_1_1,0,2023-02-03T04:18:36.185566Z,-26.4390917,133.281323,0.15,SUNGROW,1188840_1_1_1,MNTR,110000,SITE|e8368cd8-a32e-4dc6-be01-5d8f4effa6d7,10,au.bom.site.086077
MNTR|3c117c6e-2e6e-486c-9a3f-14c32db1d121,MNTR|3c117c6e-2e6e-486c-9a3f-14c32db1d121,0,2022-10-25T04:41:19.375335Z,-26.4390917,133.281323,0.15,SMA,3c117c6e-2e6e-486c-9a3f-14c32db1d121,MNTR,26000,SITE|5022dd97-b338-4865-bb4e-c24ca190afbf,10,au.bom.site.068257
MNTR|df3a2212-efda-4aa2-9962-4e600c0f4454,MNTR|df3a2212-efda-4aa2-9962-4e600c0f4454,0,2023-06-30T04:18:41.296743Z,-26.4390917,133.281323,0.15,FRONIUS,df3a2212-efda-4aa2-9962-4e600c0f4454,MNTR,15000,SITE|6eb5cdf4-98d1-47d6-aeb1-93ab40130650,10,au.bom.site.009225
MNTR|cacd2a43-6d8c-4ef6-b5c5-8d95c60103a4,MNTR|cacd2a43-6d8c-4ef6-b5c5-8d95c60103a4,0,2023-07-03T04:47:21.554906Z,-26.4390917,133.281323,0.15,FRONIUS,cacd2a43-6d8c-4ef6-b5c5-8d95c60103a4,MNTR,11960,SITE|90ab05b5-ea18-4988-bf76-d713fe2ffaec,10,au.bom.site.009204
MNTR|23779471,MNTR|23779471,0,2022-12-09T06:29:03.329583Z,-26.4390917,133.281323,0.15,FIMER,23779471,MNTR,82080,SITE|89926d55-19ea-4e9d-9f05-d26c61bb97a6,10,au.bom.site.063308
MNTR|b713ca54-0eaa-48ac-8135-95a76dfb923b,MNTR|b713ca54-0eaa-48ac-8135-95a76dfb923b,0,2023-01-24T04:01:27.085052Z,-26.4390917,133.281323,0.15,SMA,b713ca54-0eaa-48ac-8135-95a76dfb923b,MNTR,66730,SITE|70083ef6-295c-490e-b295-12943965868f,10,au.bom.site.066161
MNTR|9b14b457-aa1d-45c2-86c9-9223fc0cf5ea,MNTR|9b14b457-aa1d-45c2-86c9-9223fc0cf5ea,0,2023-02-06T22:15:39.110639Z,-26.4390917,133.281323,0.15,SMA,9b14b457-aa1d-45c2-86c9-9223fc0cf5ea,MNTR,2496,SITE|ef426de8-ffd9-4846-944f-dec106b4b1b8,10,au.bom.site.023034
MNTR|e4853966-ecf1-4b30-b576-823e21f3e9d2,MNTR|e4853966-ecf1-4b30-b576-823e21f3e9d2,0,2023-06-30T06:43:44.818063Z,-26.4390917,133.281323,0.15,FRONIUS,e4853966-ecf1-4b30-b576-823e21f3e9d2,MNTR,20000,SITE|98f05305-5b09-4289-9f7c-e05d0787b8af,10,au.bom.site.009172
MNTR|1225819_1_5_1,MNTR|1225819_1_5_1,0,2023-07-10T23:17:12.587439Z,-26.4390917,133.281323,0.15,SUNGROW,1225819_1_5_1,MNTR,135700,SITE|2cda943e-7081-4ded-94ce-2e627603c839,10,au.bom.site.023894
MNTR|1213725_1_1_1,MNTR|1213725_1_1_1,0,2023-07-10T23:22:38.352161Z,-26.4390917,133.281323,0.15,SUNGROW,1213725_1_1_1,MNTR,110000,SITE|e7eb7b91-aa05-4992-a704-9b3c66a94870,10,au.bom.site.086338
MNTR|a111a407-ee53-45f0-a66b-b0aed941b789,MNTR|a111a407-ee53-45f0-a66b-b0aed941b789,0,2023-07-03T01:33:55.475249Z,-26.4390917,133.281323,0.15,FRONIUS,a111a407-ee53-45f0-a66b-b0aed941b789,MNTR,15000,SITE|4808f4fb-aa9c-4733-b3da-a139fdc3fcf4,10,au.bom.site.009225
